plan_curvature,profile_curvature,saga_wetness_index,catchment_area,relative_slope_position,channel_network_distance,elevation,li,co,cs,la,ni,nb,h_c,ca,sr
0.02891170978546142,0.04700883850455284,3.1356184482574463,4178.4560546875,0.29539889097213745,2.8331456184387207,362.9695129394531,8.456528663635254,6.791287422180176,0.6146162152290344,14.70755386352539,15.62827491760254,0.3542689085006714,1.1795036792755127,2.338071346282959,34.88908386230469
-0.0057564633898437,8.286061929538846e-4,6.752350330352783,736.03363037109375,0.04364513978362083,0.23811985552310944,364.9325256347656,6.472536563873291,6.472540855407715,0.47448164224624634,14.234150886535645,16.858640670776367,0.3631400763988495,1.1177291870117188,1.9175755977630615,33.26048278808594
0.00252022570930421,0.00127217266708612,6.025192737579346,123.59798431396484,0.04776481539011001,0.20715169608592987,366.2172546386719,6.138312339782715,6.839787006378174,0.48511648178100586,15.180641174316406,19.238792419433594,0.3813163638114929,1.1011348962783811,1.6207135915756226,29.592117309570312
3.917629364877939e-4,0.00105442991480231,5.330885410308838,11.001911163330078,0.06993914395570755,0.301626980304718,366.6054992675781,6.510794639587402,6.058984756469727,0.4716863632202149,13.897314071655272,16.033885955810547,0.4102545976638794,1.1277931928634644,1.212031364440918,28.032873153686523
-0.00132376432884484,0.00345092150382697,6.0177788734436035,82.72920227050781,0.05312579125165939,0.22735720872879028,366.98040771484375,5.63542366027832,6.074352264404297,0.42419931292533875,13.7053804397583,15.94850730895996,0.4159572720527649,1.0856311321258545,1.053848147392273,26.292165756225582
0.00120008224621415,-0.00199054554104805,7.441555500030518,389.8240051269531,0.02700294367969036,0.09602199494838716,367.6972961425781,6.4158501625061035,7.502079010009766,0.5251290798187256,14.92041015625,17.132715225219727,0.4047669768333435,1.1191717386245728,0.930603325366974,21.79526710510254
-0.00126802641898393,-4.4681827421300113e-4,6.480571269989014,17.634288787841797,0.04040653258562088,0.141682967543602,367.9826354980469,5.337983131408691,6.031608581542969,0.4403083920478821,13.752443313598633,15.227117538452148,0.39756542444229126,1.0820297002792358,0.9927576780319214,25.099788665771484
-0.0110189039260149,-0.07372225075960159,4.698590278625488,23581.830078125,0.08975788205862045,0.8455630540847778,360.8563232421875,6.831400394439697,7.364350318908691,0.7121485471725464,16.623336791992188,18.93647193908691,0.3311840295791626,1.209797501564026,3.5195722579956055,44.833683013916016
0.00511091202497482,-0.00330236833542585,6.207729339599609,285.1888122558594,0.04619560390710831,0.38339126110076904,362.1457214355469,6.546499252319336,7.447329521179199,0.6871431469917297,16.642492294311523,18.91636848449707,0.3011259138584137,1.2124438285827637,3.140143632888794,50.97218704223633
-1.2590478581842035e-4,0.0033299948554486,5.393612384796143,9.259469985961914,0.2631896436214447,0.9739168882369996,367.7331237792969,6.5165791511535645,8.66446304321289,0.7081397771835327,16.324472427368164,21.54511451721191,0.2920970320701599,1.2175849676132202,2.6514272689819336,47.27909469604492
-7.400511531159282e-4,-9.03490581549704e-4,5.245487689971924,16.24938201904297,0.16070564091205597,0.4457833766937256,368.18365478515625,7.317872524261475,8.479865074157715,0.6245089769363403,17.347471237182617,22.344207763671875,0.3717637062072754,1.1410682201385498,1.9734176397323608,31.13730239868164
2.9241383890621364e-4,-0.00150735187344253,7.959537506103516,1276.34228515625,0.02010059170424938,0.05373072624206543,368.203125,7.543155670166016,6.264808654785156,0.5247635245323181,14.555991172790527,16.557708740234375,0.42472779750823975,1.12979257106781,1.246422290802002,26.48276710510254
5.176865961402655e-4,-0.00281407893635332,7.998433113098144,1260.51806640625,0.05343766883015632,0.12421498447656631,369.01507568359375,5.447081089019775,5.1482744216918945,0.43776994943618774,13.277007102966309,14.605350494384766,0.4251452684402466,1.0933101177215576,0.9793702363967896,24.30780792236328
2.575860416982323e-4,1.6604548727627844e-4,5.935686111450195,12.563611030578612,0.0770137757062912,0.16014069318771362,369.5735778808594,5.219453811645508,5.583784580230713,0.440155029296875,13.90338897705078,15.105846405029297,0.4002816379070282,1.1021734476089478,0.9592976570129396,22.46799087524414
